product_code,name,img_link,price,proficiency_level,power_consum(W),install_type,door_cnt,total_cap(L),refrige_cap(L),freeze_cap(L),width(mm),height(mm),depth(mm),weight(kg),color,door_type,cool_type,smart_diag,ice_maker,manual_link
REF111,"LG 디오스 AI 오브제컬렉션 냉장고 (더블매직스페이스, 본체)",https://www.lge.co.kr/kr/images/refrigerators/md10604869/gallery/medium01.jpg,,1,43.0,프리스탠딩,4,871,504,367,914,1860,918,158,패널 선택 필요,,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=dQbWntI8yekzEcptSzr1w
REF112,"LG 디오스 AI 오브제컬렉션 STEM 베이직 냉장고 (노크온 더블매직스페이스, 본체)",https://www.lge.co.kr/kr/images/refrigerators/md10604856/gallery/medium01.jpg,,2,56.2,프리스탠딩,4,854,494,360,914,1860,918,163,패널 선택 필요,,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=yLNSDptcX3Xf8dXDs9Ul1Q
REF113,LG 디오스 AI 오브제컬렉션 냉장고 (매직스페이스),https://www.lge.co.kr/kr/images/refrigerators/md10615853/gallery/medium-interior01.jpg,4620000,1,43.0,프리스탠딩,4,871,504,367,914,1860,918,165,오브제컬렉션 베이지 / 베이지,글라스,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=dQbWntI8yekzEcptSzr1w
REF114,LG 디오스 오브제컬렉션 STEM 베이직 냉장고 (매직스페이스),https://www.lge.co.kr/kr/images/refrigerators/md10604868/gallery/medium-interior01.jpg,4550000,1,43.1,프리스탠딩,4,854,494,360,914,1860,918,173,오브제컬렉션 베이지 / 베이지,글라스,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=wMFijiG46FLdqMbvv6Rgrg
REF115,LG 디오스 AI 오브제컬렉션 STEM 베이직 냉장고 (매직스페이스),https://www.lge.co.kr/kr/images/refrigerators/md10604868/gallery/medium-interior01.jpg,,1,43.1,프리스탠딩,4,854,494,360,914,1860,918,173,오브제컬렉션 베이지 / 베이지,글라스,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=wMFijiG46FLdqMbvv6Rgrg
REF116,LG 디오스 AI 오브제컬렉션 STEM 베이직 냉장고 (매직스페이스),https://www.lge.co.kr/kr/images/refrigerators/md10604864/gallery/medium-interior01.jpg,5217000,1,43.1,프리스탠딩,4,854,494,360,914,1860,918,180,오브제컬렉션 베이지 / 베이지,글라스,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=yLNSDptcX3Xf8dXDs9Ul1Q
REF117,LG 디오스 AI 오브제컬렉션 STEM 베이직 냉장고 (매직스페이스),https://www.lge.co.kr/kr/images/refrigerators/md10604864/gallery/medium-interior01.jpg,,1,43.1,프리스탠딩,4,854,494,360,914,1860,918,180,오브제컬렉션 베이지 / 베이지,글라스,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=yLNSDptcX3Xf8dXDs9Ul1Q
REF118,LG 디오스 AI 오브제컬렉션 냉장고 (더블매직스페이스),https://www.lge.co.kr/kr/images/refrigerators/md10604870/gallery/medium-interior01.jpg,4884000,1,43.0,프리스탠딩,4,871,504,367,914,1860,918,171,오브제컬렉션 베이지 / 베이지,글라스,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=dQbWntI8yekzEcptSzr1w
REF119,LG 디오스 AI 오브제컬렉션 STEM 베이직 냉장고 (더블매직스페이스),https://www.lge.co.kr/kr/images/refrigerators/md10604862/gallery/medium-interior01.jpg,5160000,2,56.2,프리스탠딩,4,854,494,360,914,1860,918,168,오브제컬렉션 베이지 / 베이지,글라스,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=yLNSDptcX3Xf8dXDs9Ul1Q
REF120,LG 디오스 AI 오브제컬렉션 STEM 베이직 냉장고 (더블매직스페이스),https://www.lge.co.kr/kr/images/refrigerators/md10604862/gallery/medium-interior01.jpg,,2,56.2,프리스탠딩,4,854,494,360,914,1860,918,168,오브제컬렉션 베이지 / 베이지,글라스,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=yLNSDptcX3Xf8dXDs9Ul1Q
REF121,LG 디오스 AI 오브제컬렉션 냉장고 (노크온 매직스페이스),https://www.lge.co.kr/kr/images/refrigerators/md10615849/gallery/medium-interior01.jpg,5051000,1,43.8,프리스탠딩,4,871,504,367,914,1860,918,175,오브제컬렉션 베이지 / 베이지,글라스,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=dQbWntI8yekzEcptSzr1w
REF122,LG 디오스 AI 오브제컬렉션 STEM 베이직 냉장고 (노크온 매직스페이스),https://www.lge.co.kr/kr/images/refrigerators/md10604859/gallery/medium-interior01.jpg,5220000,2,56.2,프리스탠딩,4,854,494,360,914,1860,918,170,오브제컬렉션 베이지 / 베이지,글라스,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=FEf6a8LeGia7KCuV3XUokw
REF123,LG 디오스 AI 오브제컬렉션 STEM 베이직 냉장고 (노크온 매직스페이스),https://www.lge.co.kr/kr/images/refrigerators/md10604859/gallery/medium-interior01.jpg,,2,56.2,프리스탠딩,4,854,494,360,914,1860,918,170,오브제컬렉션 베이지 / 베이지,글라스,멀티냉각방식,1,1,
REF124,LG 디오스 AI 오브제컬렉션 STEM 베이직 냉장고 (노크온 더블매직스페이스),https://www.lge.co.kr/kr/images/refrigerators/md10604857/gallery/medium-interior01.jpg,5606000,2,56.2,프리스탠딩,4,854,494,360,914,1860,918,173,오브제컬렉션 베이지 / 베이지,글라스,멀티냉각방식,1,1,
REF125,LG 디오스 AI 오브제컬렉션 STEM 베이직 냉장고 (노크온 더블매직스페이스),https://www.lge.co.kr/kr/images/refrigerators/md10604857/gallery/medium-interior01.jpg,,2,56.2,프리스탠딩,4,854,494,360,914,1860,918,173,오브제컬렉션 베이지 / 베이지,글라스,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=yLNSDptcX3Xf8dXDs9Ul1Q
REF126,LG 디오스 오브제컬렉션 STEM 베이직 냉장고 (매직스페이스),https://www.lge.co.kr/kr/images/refrigerators/md10617827/gallery/medium-interior01.jpg,4550000,1,43.1,프리스탠딩,4,854,494,360,914,1860,918,173,오브제컬렉션 토프 / 아몬드,글라스,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=wMFijiG46FLdqMbvv6Rgrg
REF127,LG 디오스 AI 오브제컬렉션 STEM 베이직 냉장고 (매직스페이스),https://www.lge.co.kr/kr/images/refrigerators/md10634835/gallery/medium-interior01.jpg,,1,43.1,프리스탠딩,4,854,494,360,914,1860,918,173,오브제컬렉션 토프 / 아몬드,글라스,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=wMFijiG46FLdqMbvv6Rgrg
REF128,LG 디오스 AI 오브제컬렉션 냉장고 (매직스페이스),https://www.lge.co.kr/kr/images/refrigerators/md10617831/gallery/medium-interior01.jpg,4400000,2,55.8,프리스탠딩,4,871,504,367,914,1860,918,155,오브제컬렉션 토프 / 토프,글라스,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=dQbWntI8yekzEcptSzr1w
REF129,LG 디오스 AI 오브제컬렉션 냉장고 (매직스페이스),https://www.lge.co.kr/kr/images/refrigerators/md10604876/gallery/medium-interior01.jpg,3960000,2,55.8,프리스탠딩,4,871,504,367,914,1860,918,151,오브제컬렉션 에센스 화이트 / 에센스 화이트,메탈,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=dQbWntI8yekzEcptSzr1w
REF130,LG 디오스 오브제컬렉션 STEM 베이직 냉장고 (매직스페이스),https://www.lge.co.kr/kr/images/refrigerators/md10617830/gallery/medium-interior01.jpg,4150000,1,43.1,프리스탠딩,4,854,494,360,914,1860,918,169,오브제컬렉션 에센스 화이트 / 에센스 화이트,메탈,멀티냉각방식,1,1,
REF131,LG 디오스 AI 오브제컬렉션 STEM 베이직 냉장고 (노크온 더블매직스페이스),https://www.lge.co.kr/kr/images/refrigerators/md10623831/gallery/medium-interior01.jpg,5273000,2,56.2,프리스탠딩,4,854,494,360,914,1860,918,170,오브제컬렉션 에센스 화이트 / 에센스 화이트,메탈,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=yLNSDptcX3Xf8dXDs9Ul1Q
REF132,LG 디오스 AI 오브제컬렉션 STEM 베이직 냉장고 (노크온 더블매직스페이스),https://www.lge.co.kr/kr/images/refrigerators/md10623831/gallery/medium-interior01.jpg,,2,56.2,프리스탠딩,4,854,494,360,914,1860,918,170,오브제컬렉션 에센스 화이트 / 에센스 화이트,메탈,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=yLNSDptcX3Xf8dXDs9Ul1Q
REF133,LG 디오스 AI 오브제컬렉션 STEM 베이직 냉장고 (노크온 더블매직스페이스),https://www.lge.co.kr/kr/images/refrigerators/md10623826/gallery/medium-interior01.jpg,5880000,2,56.2,프리스탠딩,4,854,494,360,914,1860,918,170,오브제컬렉션 실버 / 실버,스톤 (스테인리스),멀티냉각방식,1,1,
REF134,LG 디오스 AI 오브제컬렉션 STEM 베이직 냉장고 (노크온 더블매직스페이스),https://www.lge.co.kr/kr/images/refrigerators/md10623826/gallery/medium-interior01.jpg,,2,56.2,프리스탠딩,4,854,494,360,914,1860,918,170,오브제컬렉션 실버 / 실버,메탈,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=yLNSDptcX3Xf8dXDs9Ul1Q
REF135,[25년형·1대 단독 전용] 오브제컬렉션 Fit & Max 냉장고 설치키트,https://www.lge.co.kr/kr/images/refrigerators/md10540851/gallery/medium01.jpg,111000,,,페어설치키트,,,,,,,,0,,,,0,0,
REF136,[25년형·2대 페어용] 오브제컬렉션 Fit & Max 냉장고 설치키트,https://www.lge.co.kr/kr/images/refrigerators/md10540852/gallery/medium01.jpg,111000,,,페어설치키트,,,,,,,,3,,,,0,0,
REF137,[컨버터블 2대 페어용] 오브제컬렉션 Fit & Max 냉장고 설치키트,https://www.lge.co.kr/kr/images/refrigerators/md10540853/gallery/medium01.jpg,111000,,,페어설치키트,,,,,,,,2,,,,0,0,
REF138,[컨버터블 3대 페어용] 오브제컬렉션 Fit & Max 냉장고 설치키트,https://www.lge.co.kr/kr/images/refrigerators/md10756829/gallery/medium01.jpg,200000,,,,,,,,,,,,,,,0,0,
REF139,LG 모던엣지 AI 오브제컬렉션 Fit & Max,https://www.lge.co.kr/kr/images/refrigerators/md10733832/gallery/medium-interior01.jpg,,3,26.3,Fit & Max,2,333,220,113,597,1860,674,72,오브제컬렉션 베이지 / 베이지,메탈,멀티냉각방식,1,0,https://gscs-b2c.lge.com/open/downloadFile?fileId=ddXa6vLY0ryt658qnfwtQ
REF140,LG 모던엣지 AI 오브제컬렉션 Fit & Max,https://www.lge.co.kr/kr/images/refrigerators/md10727826/gallery/medium-interior01.jpg,1350000,3,26.3,Fit & Max,2,333,220,113,597,1860,674,72,오브제컬렉션 베이지 / 베이지,메탈,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=sddysVSPxucALBU6Mlf7YQ
REF141,LG 모던엣지 냉장고 오브제컬렉션,https://www.lge.co.kr/kr/images/refrigerators/md09165827/gallery/medium-interior01.jpg,1550000,3,25.5,빌트인 타입,2,344,234,110,595,1860,676,84,오브제컬렉션 베이지,글라스,멀티냉각방식,1,0,https://gscs-b2c.lge.com/open/downloadFile?fileId=BsuHDIiPHAt5tI4w0gQsnQ
REF142,LG 모던엣지 냉장고 오브제컬렉션,https://www.lge.co.kr/kr/images/refrigerators/md09165827/gallery/medium-interior01.jpg,1550000,3,25.5,,,344,234,110,595,1860,676,84,오브제컬렉션 베이지,미스트 (글라스),멀티냉각방식,0,0,https://gscs-b2c.lge.com/open/downloadFile?fileId=BsuHDIiPHAt5tI4w0gQsnQ
REF143,LG 모던엣지 냉장고 오브제컬렉션,https://www.lge.co.kr/kr/images/refrigerators/md09164830/gallery/medium-interior01.jpg,1499000,3,25.5,빌트인 타입,2,344,234,110,595,1860,676,84,오브제컬렉션 베이지,미스트 (글라스),멀티냉각방식,1,0,
REF144,LG 모던엣지 냉장고 오브제컬렉션 노크온,https://www.lge.co.kr/kr/images/refrigerators/md10207841/gallery/medium-interior01.jpg,2000000,3,27.1,빌트인 타입,2,349,239,110,595,1860,676,100,오브제컬렉션 클레이 브라운,글라스,멀티냉각방식,1,1,
REF145,LG 모던엣지 냉장고 오브제컬렉션,https://www.lge.co.kr/kr/images/refrigerators/md10118826/gallery/medium-interior01.jpg,1208000,3,25.5,빌트인 타입,2,344,234,,595,1860,676,75,오브제컬렉션 베이지 / 베이지,메탈,멀티냉각방식,1,0,
REF146,LG 모던엣지 냉장고 오브제컬렉션,https://www.lge.co.kr/kr/images/refrigerators/md10117827/gallery/medium-interior01.jpg,1190000,3,25.5,빌트인 타입,2,344,234,,595,1860,676,75,프라임 실버,메탈,멀티냉각방식,0,0,https://gscs-b2c.lge.com/open/downloadFile?fileId=BsuHDIiPHAt5tI4w0gQsnQ
REF147,LG 모던엣지 AI 오브제컬렉션 Fit & Max,https://www.lge.co.kr/kr/images/refrigerators/md10715828/gallery/medium-interior01.jpg,1868000,1,19.4,Fit & Max,2,412,273,139,697,1860,696,96,오브제컬렉션 베이지 / 베이지,메탈,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=sddysVSPxucALBU6Mlf7YQ
REF148,LG 모던엣지 AI 오브제컬렉션 Fit & Max,https://www.lge.co.kr/kr/images/refrigerators/md10775831/gallery/medium-interior01.jpg,,3,27.9,Fit & Max,2,412,273,139,697,1860,696,78,오브제컬렉션 에센스화이트,메탈,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=sddysVSPxucALBU6Mlf7YQ
REF149,LG 모던엣지 AI 오브제컬렉션 Fit & Max,https://www.lge.co.kr/kr/images/refrigerators/md10715830/gallery/medium-interior01.jpg,1450000,3,27.9,Fit & Max,2,412,273,139,697,1860,696,79,오브제컬렉션 에센스화이트,메탈,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=sddysVSPxucALBU6Mlf7YQ
REF150,LG 디오스 오브제컬렉션 STEM 베이직 냉장고 Fit & Max + LG 디오스 오브제컬렉션 김치톡톡 Fit & Max,https://www.lge.co.kr/kr/images/refrigerators/md10642834/gallery/medium01.jpg,7992000,2,38.0,Fit & Max,4,601,378,223,914,1860,698,146,오브제컬렉션 아몬드 / 토프,글라스,멀티냉각방식,1,1,
REF151,LG 디오스 오브제컬렉션 STEM 베이직 냉장고 Fit & Max (노크온) + LG 디오스 오브제컬렉션 김치톡톡 Fit & Max,https://www.lge.co.kr/kr/images/refrigerators/md10642832/gallery/medium01.jpg,8381000,2,38.0,Fit & Max,4,601,378,223,914,1860,698,151,오브제컬렉션 아몬드 / 토프,글라스,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=kd8hv78XA2gbcGZLcpnA
REF152,LG 디오스 오브제컬렉션 STEM 베이직 냉장고 Fit & Max + LG 디오스 오브제컬렉션 김치톡톡,https://www.lge.co.kr/kr/images/refrigerators/md10574844/gallery/medium01.jpg,7810000,2,38.0,Fit & Max,4,601,378,223,914,1860,698,146,오브제컬렉션 베이지 / 베이지,글라스,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=kd8hv78XA2gbcGZLcpnA
REF153,LG 디오스 오브제컬렉션 STEM 베이직 냉장고 Fit & Max + LG 디오스 오브제컬렉션 김치톡톡 Fit & Max,https://www.lge.co.kr/kr/images/refrigerators/md10571828/gallery/medium01.jpg,7992000,2,38.0,Fit & Max,4,601,378,223,914,1860,698,146,오브제컬렉션 베이지 / 베이지,글라스,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=kd8hv78XA2gbcGZLcpnA
REF154,LG 디오스 오브제컬렉션 STEM 베이직 냉장고 Fit & Max (노크온) + LG 디오스 오브제컬렉션 김치톡톡 Fit & Max,https://www.lge.co.kr/kr/images/refrigerators/md10571827/gallery/medium01.jpg,8381000,2,38.0,Fit & Max,4,601,378,223,914,1860,698,151,오브제컬렉션 베이지 / 베이지,글라스,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=kd8hv78XA2gbcGZLcpnA
REF155,LG 디오스 오브제컬렉션 STEM 베이직 냉장고 Fit & Max + LG 디오스 오브제컬렉션 김치톡톡 Fit & Max,https://www.lge.co.kr/kr/images/refrigerators/md10642833/gallery/medium01.jpg,7992000,2,38.0,Fit & Max,4,601,378,223,914,1860,698,146,오브제컬렉션 토프 / 아몬드,글라스,멀티냉각방식,1,1,https://gscs-b2c.lge.com/open/downloadFile?fileId=kd8hv78XA2gbcGZLcpnA
