product_code,name,img_link,price,proficiency_level,power_consum(W),cool_cap(W),voltage(V),hertz(Hz),in_width(mm),in_height(mm),in_depth(mm),out_width(mm),out_height(mm),out_depth(mm),coverage(㎡),wind_speed(level),dehumid,color,manual_link
ACT207,LG 휘센 오브제컬렉션 듀얼쿨 벽걸이에어컨,https://www.lge.co.kr/kr/images/air-conditioners/md10731828/gallery/medium-interior01.jpg,1399000,3,820,2800,220,60,799,307,235,717,495,230,22.8,6,1,에센스 화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=YRxFj8UhgYc08MP76ormA
ACT208,LG 휘센 AI 오브제컬렉션 듀얼쿨 벽걸이에어컨,https://www.lge.co.kr/kr/images/air-conditioners/md10731828/gallery/medium-interior01.jpg,1716000,1,690,2800,220,60,799,307,235,770,545,288,22.8,6,1,에센스 화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=J7OckAbDsY3qEnYQvo6uw
ACT209,LG 휘센 벽걸이에어컨,https://www.lge.co.kr/kr/images/air-conditioners/md10405827/gallery/medium-interior01.jpg,1188000,3,1150,3600,220,60,837,308,189,717,495,230,29.3,6,1,화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=muchH3CbD8iRZie9GAEA
ACT210,LG 휘센 벽걸이에어컨,https://www.lge.co.kr/kr/images/air-conditioners/md10333831/gallery/medium-interior01.jpg,1332000,1,870,3600,220,60,998,330,210,870,650,330,29.3,6,1,화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=SWV4EG3ihxtKuPigMTOiJQ
ACT211,LG 휘센 벽걸이에어컨,https://www.lge.co.kr/kr/images/air-conditioners/md10731831/gallery/medium-interior01.jpg,1232000,3,1150,3600,220,60,837,308,189,717,495,230,29.3,6,1,화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=68jGX37KZxRkmRZEphmZA
ACT212,LG 휘센 벽걸이에어컨,https://www.lge.co.kr/kr/images/air-conditioners/md10778836/gallery/medium-interior01.jpg,1499000,1,870,3600,220,60,998,330,210,870,650,330,29.3,6,1,화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=oJrnvikqFVPxPFSg2BlJTQ
ACT213,LG 휘센 벽걸이에어컨,https://www.lge.co.kr/kr/images/air-conditioners/md10766829/gallery/medium-interior01.jpg,1233000,4,1250,3900,220,60,837,308,189,717,495,230,31.7,6,1,화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=JsfBhrGxS5USOFUlWOTKMQ
ACT214,LG 휘센 벽걸이에어컨,https://www.lge.co.kr/kr/images/air-conditioners/md10269827/gallery/medium-interior01.jpg,1610000,1,1000,4200,220,60,998,330,210,870,650,330,34.1,6,1,화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=7vIu6wPwkyhRWgROS1oUg
ACT215,LG 휘센 벽걸이에어컨,https://www.lge.co.kr/kr/images/air-conditioners/md10778836/gallery/medium-interior01.jpg,1621000,1,1000,4200,220,60,998,330,210,870,650,330,34.1,6,1,화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=oJrnvikqFVPxPFSg2BlJTQ
ACT216,LG 휘센 벽걸이에어컨,https://www.lge.co.kr/kr/images/air-conditioners/md10269828/gallery/medium-interior01.jpg,1794000,2,1420,5200,220,60,998,330,210,870,650,330,42.3,6,1,화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=7vIu6wPwkyhRWgROS1oUg
ACT217,LG 휘센 벽걸이에어컨,https://www.lge.co.kr/kr/images/air-conditioners/md10778836/gallery/medium-interior01.jpg,1698000,2,1420,5200,220,60,998,330,210,870,650,330,42.3,6,1,화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=IHN7k8C8xLQN1LkK0jVKOw
ACT218,LG 휘센 벽걸이에어컨,https://www.lge.co.kr/kr/images/air-conditioners/md10296830/gallery/medium-interior01.jpg,2030000,3,2050,6500,220,60,998,330,210,870,650,330,52.8,6,1,화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=muchH3CbD8iRZie9GAEA
ACT219,LG 휘센 벽걸이에어컨,https://www.lge.co.kr/kr/images/air-conditioners/md10778836/gallery/medium-interior01.jpg,1920000,3,2050,6500,220,60,998,330,210,870,650,330,52.8,6,1,화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=IHN7k8C8xLQN1LkK0jVKOw
ACT220,LG 휘센 오브제컬렉션 사계절에어컨 (2in1),https://www.lge.co.kr/kr/images/air-conditioners/md09736826/gallery/medium-interior01.jpg,,,550,2300,220,60,774,348,190,,,,18.7,6,1,카밍 베이지,https://gscs-b2c.lge.com/open/downloadFile?fileId=pEaAtDXBE4OZW6oLqHn4VA
ACT221,LG 휘센 사계절벽걸이에어컨 (2in1),https://www.lge.co.kr/kr/images/air-conditioners/md10664841/gallery/medium-interior01.jpg,,,550,2300,220,60,754,308,189,,,,,6,1,화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=eLoDu7c3mmPBKsouVezJw
ACT222,LG 휘센 사계절에어컨 (벽걸이),https://www.lge.co.kr/kr/images/air-conditioners/md10662826/gallery/medium-interior01.jpg,1565000,2,850,3000,220,60,998,330,210,770,545,288,24.4,6,1,화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=iGZ1qmtxAMSYwOXawnwpdw
ACT223,LG 휘센 사계절에어컨 (벽걸이),https://www.lge.co.kr/kr/images/air-conditioners/md10778835/gallery/medium-interior01.jpg,1510000,4,740,2800,220,60,837,308,189,717,495,230,22.8,6,1,화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=IpKKs9YuTZpnxPbVpprg
ACT224,LG 휘센 사계절에어컨 (벽걸이),https://www.lge.co.kr/kr/images/air-conditioners/md10731832/gallery/medium-interior02.jpg,1991000,1,590,2700,220,60,998,330,210,870,650,330,22.0,6,1,화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=qJK2zqdb6sC7dpYdBha02A
ACT225,LG 휘센 사계절에어컨 (벽걸이),https://www.lge.co.kr/kr/images/air-conditioners/md10269830/gallery/medium-interior01.jpg,,4,1100,3600,220,60,837,308,189,770,545,288,29.3,6,1,화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=pVlSNVCIdvvMkWsloxC1QQ
ACT226,LG 휘센 AI 오브제컬렉션 듀얼쿨 사계절에어컨 (벽걸이),https://www.lge.co.kr/kr/images/air-conditioners/md10640826/gallery/medium-interior01.jpg,2109000,1,810,3600,220,60,1050,307,235,870,650,330,29.3,6,1,에센스 화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=SuBRU4YxDC5hqnZn6g8hQ
ACT227,LG 휘센 사계절에어컨 (벽걸이),https://www.lge.co.kr/kr/images/air-conditioners/md10662826/gallery/medium-interior01.jpg,1677000,3,1130,3600,220,60,998,330,210,770,545,288,29.3,6,1,화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=iGZ1qmtxAMSYwOXawnwpdw
ACT228,LG 휘센 사계절에어컨 (벽걸이),https://www.lge.co.kr/kr/images/air-conditioners/md10662826/gallery/medium-interior01.jpg,1788000,2,1250,4700,220,60,998,330,210,870,650,330,38.2,6,1,화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=qJK2zqdb6sC7dpYdBha02A
ACT229,LG 휘센 사계절에어컨 (벽걸이),https://www.lge.co.kr/kr/images/air-conditioners/md10662826/gallery/medium-interior01.jpg,1954000,2,1440,5200,220,60,998,330,210,870,650,330,42.3,6,1,화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=qJK2zqdb6sC7dpYdBha02A
ACT230,LG 휘센 사계절에어컨 (벽걸이),https://www.lge.co.kr/kr/images/air-conditioners/md10662826/gallery/medium-interior01.jpg,2343000,4,2010,6500,220,60,998,330,210,870,800,320,52.8,6,1,화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=hZ2cxey823bgWdslscVmrA
ACT231,LG 휘센 오브제컬렉션 엣지 창호형 에어컨 마감키트,https://www.lge.co.kr/kr/images/air-conditioners/md10771829/gallery/medium-interior01.jpg,1554000,1,990,2150,220,60,,,,,,,16.5,5,1,크림 화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=kxNJkGGJ1u2cWsGoo2mMOQ
ACT232,LG 휘센 오브제컬렉션 엣지 창호형 에어컨 마감키트,https://www.lge.co.kr/kr/images/air-conditioners/md10771841/gallery/medium-interior01.jpg,1499000,1,990,2150,220,60,,,,,,,16.5,5,1,크림 화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=FtRPP9Lwxg72ne5iIXC1ZA
ACT233,LG 휘센 오브제컬렉션 엣지 창호형 에어컨 마감키트,https://www.lge.co.kr/kr/images/air-conditioners/md10771829/gallery/medium-interior01.jpg,1554000,1,990,2360,220,60,,,,,,,19.4,5,1,크림 화이트,https://gscs-b2c.lge.com/open/downloadFile?fileId=kxNJkGGJ1u2cWsGoo2mMOQ
