product_code,name,img_link,price,proficiency_level,power_consum(W),washing_cap(kg),dryng_cap(kg),width(mm),height(mm),depth(mm),weight(kg),color,door_type,control_type,water_temp,spin_op,manual_link
WMT071,LG 트롬 세탁기 + 미니워시,https://www.lge.co.kr/kr/images/washing-machines/md10635832/gallery/medium01.jpg,,2,2200,24,,700,990,830,95,화이트,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LCD+LED 디스플레이,"냉수, 30, 40, 60, 95℃",1,https://gscs-b2c.lge.com/open/downloadFile?fileId=jiYBw3hytS4vgp6z03lnsg
WMT072,LG 트롬 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md10596841/gallery/medium-interior01.jpg,1800000,1,2200,24,,700,990,830,95,화이트,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LCD+LED 디스플레이,"냉수, 30, 40, 60, 95℃",1,https://gscs-b2c.lge.com/open/downloadFile?fileId=jiYBw3hytS4vgp6z03lnsg
WMT073,LG 트롬 AI 오브제컬렉션 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md10597888/gallery/medium-interior01.jpg,2300000,1,2200,25,,700,990,830,95,아몬드,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LCD+LED 디스플레이,"냉수, 30, 40, 60, 95℃",1,https://gscs-b2c.lge.com/open/downloadFile?fileId=SxFfzryaDqEvK6OHaa3sA
WMT074,LG 트롬 오브제컬렉션 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md10412845/gallery/medium-interior01.jpg,2100000,1,2100,25,,700,990,830,94,네이처 베이지,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LCD+LED 디스플레이,"냉수, 30, 40, 60, 95℃",1,https://gscs-b2c.lge.com/open/downloadFile?fileId=1DsUL1PxU6Y9rsW4TBMAtA
WMT075,LG 트롬 AI 오브제컬렉션 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md10597883/gallery/medium-interior01.jpg,2300000,1,2200,25,,700,990,830,95,네이처 베이지,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LCD+LED 디스플레이,"냉수, 30, 40, 60, 95℃",1,https://gscs-b2c.lge.com/open/downloadFile?fileId=SxFfzryaDqEvK6OHaa3sA
WMT076,LG 트롬 오브제컬렉션 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md10412847/gallery/medium-interior01.jpg,2140000,1,2100,25,,700,990,830,94,네이처 베이지,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LCD+LED 디스플레이,"냉수, 30, 40, 60, 95℃",1,https://gscs-b2c.lge.com/open/downloadFile?fileId=kVfSsQlIMVImf93lPwrEaA
WMT077,LG 트롬 오브제컬렉션 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md10295853/gallery/medium-interior01.jpg,,1,2200,25,,700,990,830,94,네이처 베이지,"700x990x1,410",다이얼+풀터치버튼 및 LCD+LED 디스플레이,"냉수, 30, 40, 60, 95℃",1,https://gscs-b2c.lge.com/open/downloadFile?fileId=16At4WVG2f4hO0EFLRqcw
WMT078,LG 트롬 오브제컬렉션 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md10412844/gallery/medium-interior01.jpg,2100000,1,2100,25,,700,990,830,94,네이처 그린,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LCD+LED 디스플레이,"냉수, 30, 40, 60, 95℃",1,https://gscs-b2c.lge.com/open/downloadFile?fileId=1DsUL1PxU6Y9rsW4TBMAtA
WMT079,LG 트롬 AI 오브제컬렉션 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md10597882/gallery/medium-interior01.jpg,2300000,1,2200,25,,700,990,830,95,네이처 그린,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LCD+LED 디스플레이,"냉수, 30, 40, 60, 95℃",1,https://gscs-b2c.lge.com/open/downloadFile?fileId=SxFfzryaDqEvK6OHaa3sA
WMT080,LG 트롬 오브제컬렉션 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md10412846/gallery/medium-interior01.jpg,2050000,1,2100,25,,700,990,830,94,네이처 그린,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LCD+LED 디스플레이,"냉수, 30, 40, 60, 95℃",1,https://gscs-b2c.lge.com/open/downloadFile?fileId=nYmPCa4rxUi0DnyBCIKVzg
WMT081,LG 트롬 오브제컬렉션 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md10295852/gallery/medium-interior01.jpg,2276000,1,2200,25,,700,990,830,94,네이처 그린,"700x990x1,410",다이얼+풀터치버튼 및 LCD+LED 디스플레이,"냉수, 30, 40, 60, 95℃",1,https://gscs-b2c.lge.com/open/downloadFile?fileId=16At4WVG2f4hO0EFLRqcw
WMT082,LG 트롬 오브제컬렉션 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md10412839/gallery/medium-interior01.jpg,2190000,1,2200,25,,700,990,830,94,네이처 그린,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LCD+LED 디스플레이,"냉수, 30, 40, 60, 95℃",1,https://gscs-b2c.lge.com/open/downloadFile?fileId=ZMLqWIh0ctu9NtCnuBvntg
WMT083,LG 트롬 AI 오브제컬렉션 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md10597890/gallery/medium-interior01.jpg,2300000,1,2200,25,,700,990,830,95,에센스 화이트,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LCD+LED 디스플레이,"냉수, 30, 40, 60, 95℃",1,https://gscs-b2c.lge.com/open/downloadFile?fileId=SxFfzryaDqEvK6OHaa3sA
WMT084,LG 트롬 AI 오브제컬렉션 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md10689827/gallery/medium-interior01.jpg,2300000,1,2200,25,,700,990,830,95,스페이스 블랙,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LCD+LED 디스플레이,"냉수, 30, 40, 60, 95℃",1,https://gscs-b2c.lge.com/open/downloadFile?fileId=SxFfzryaDqEvK6OHaa3sA
WMT085,LG 트롬 오브제컬렉션 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md10412841/gallery/medium-interior01.jpg,2220000,1,2200,25,,700,990,830,94,스페이스 블랙,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LCD+LED 디스플레이,"냉수, 30, 40, 60, 95℃",1,https://gscs-b2c.lge.com/open/downloadFile?fileId=4k1axc3Kgkt8B3tFtPkuQQ
WMT086,LG 트롬 AI 오브제컬렉션 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md10597886/gallery/medium-interior01.jpg,2300000,1,2200,25,,700,990,830,95,모던 스테인리스,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LCD+LED 디스플레이,"냉수, 30, 40, 60, 95℃",1,https://gscs-b2c.lge.com/open/downloadFile?fileId=SxFfzryaDqEvK6OHaa3sA
WMT087,LG 트롬 오브제컬렉션 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md09668827/gallery/medium-interior01.jpg,2171000,1,2200,25,,700,990,830,95,릴리 화이트,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LCD+LED 디스플레이,"냉수, 30, 40, 60, 95℃",1,https://gscs-b2c.lge.com/open/downloadFile?fileId=jiYBw3hytS4vgp6z03lnsg
WMT088,LG 트롬 오브제컬렉션 미니워시,https://www.lge.co.kr/kr/images/washing-machines/md09088897/gallery/medium11.jpg,944000,,1500,4,,700,360,770,,네이처 그린,블랙 강화유리 도어,,,0,https://gscs-b2c.lge.com/open/downloadFile?fileId=nx4ytgTmk0Nr5Avl0vT3g
