제품명,이미지 링크,가격(원),에너지 소비효율등급,소비전력(W),세탁 용량(kg),건조 용량(kg),크기(mm),무게(kg),색상,도어 디자인,조작 및 표현방식,물온도,탈수선택,제품 사용 설명서
LG 트롬 오브제컬렉션 + 건조기 + 스태킹키트,https://www.lge.co.kr/kr/images/washing-machines/md10439827/gallery/medium03.jpg,"3,490,000원",1등급,"2,100",24,20,700 x 990 x 830,93.0,스페이스 블랙,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LED 디스플레이,"냉수, 30, 40, 60, 95℃",O 있음,https://gscs-b2c.lge.com/open/downloadFile?fileId=AwpLjUJtXHcGGbgG3BbAg
LG 트롬 오브제컬렉션 세탁기 + 건조기 + 스태킹키트,https://www.lge.co.kr/kr/images/washing-machines/md10641839/gallery/medium01.jpg,"3,730,000원",1등급,"2,100",24,20.0,700 x 990 x 830,95.0,스페이스 블랙,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LCD+LED 디스플레이,"냉수, 30, 40, 60, 95℃",O 있음,https://gscs-b2c.lge.com/open/downloadFile?fileId=xNrT8CK3QU2HfEUmwEFuEw
LG 트롬 AI 오브제컬렉션 세탁기 + LG 트롬 AI 오브제컬렉션 건조기 + 스태킹키트,https://www.lge.co.kr/kr/images/washing-machines/md10709835/gallery/medium01.jpg,"5,030,000원",1등급,"2,200",25,25,700 x 990 x 830,95.0,아몬드,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LCD+LED 디스플레이,"냉수, 30, 40, 60, 95℃",O 있음,https://gscs-b2c.lge.com/open/downloadFile?fileId=SxFfzryaDqEvK6OHaa3sA
LG 트롬 AI 오브제컬렉션 세탁기 + LG 트롬 AI 오브제컬렉션 건조기 + 스태킹키트,https://www.lge.co.kr/kr/images/washing-machines/md10709837/gallery/medium01.jpg,"5,030,000원",1등급,"2,200",25,25,700 x 990 x 830,95.0,아몬드,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LCD+LED 디스플레이,"냉수, 30, 40, 60, 95℃",O 있음,https://gscs-b2c.lge.com/open/downloadFile?fileId=SxFfzryaDqEvK6OHaa3sA
LG 트롬 오브제컬렉션 + 건조기 + 스태킹키트,https://www.lge.co.kr/kr/images/washing-machines/md10476831/gallery/medium01.jpg,"3,930,000원",1등급,"2,100",25,20,700 x 990 x 830,94.0,네이처 베이지,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LCD+LED 디스플레이,"냉수, 30, 40, 60, 95℃",O 있음,https://gscs-b2c.lge.com/open/downloadFile?fileId=1DsUL1PxU6Y9rsW4TBMAtA
LG 트롬 AI 오브제컬렉션 세탁기 + LG 트롬 AI 오브제컬렉션 건조기 + 스태킹키트,https://www.lge.co.kr/kr/images/washing-machines/md10709846/gallery/medium01.jpg,"5,030,000원",1등급,"2,200",25,25,700 x 990 x 830,95.0,네이처 베이지,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LCD+LED 디스플레이,"냉수, 30, 40, 60, 95℃",O 있음,https://gscs-b2c.lge.com/open/downloadFile?fileId=SxFfzryaDqEvK6OHaa3sA
LG 트롬 AI 오브제컬렉션 세탁기 + LG 트롬 AI 오브제컬렉션 건조기 + 스태킹키트,https://www.lge.co.kr/kr/images/washing-machines/md10709847/gallery/medium01.jpg,"5,030,000원",1등급,"2,200",25,,700 x 990 x 830,95.0,네이처 베이지,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LCD+LED 디스플레이,"냉수, 30, 40, 60, 95℃",O 있음,https://gscs-b2c.lge.com/open/downloadFile?fileId=SxFfzryaDqEvK6OHaa3sA
LG 트롬 오브제컬렉션 + 건조기 + 스태킹키트,https://www.lge.co.kr/kr/images/washing-machines/md10476830/gallery/medium01.jpg,"3,930,000원",1등급,"2,100",25,20,700 x 990 x 830,94.0,네이처 그린,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LCD+LED 디스플레이,"냉수, 30, 40, 60, 95℃",O 있음,https://gscs-b2c.lge.com/open/downloadFile?fileId=1DsUL1PxU6Y9rsW4TBMAtA
LG 트롬 AI 오브제컬렉션 세탁기 + LG 트롬 AI 오브제컬렉션 건조기 + 스태킹키트,https://www.lge.co.kr/kr/images/washing-machines/md10709849/gallery/medium01.jpg,"5,030,000원",1등급,"2,200",25,25,700 x 990 x 830,95.0,네이처 그린,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LCD+LED 디스플레이,"냉수, 30, 40, 60, 95℃",O 있음,https://gscs-b2c.lge.com/open/downloadFile?fileId=SxFfzryaDqEvK6OHaa3sA
LG 트롬 AI 오브제컬렉션 세탁기 + LG 트롬 AI 오브제컬렉션 건조기 + 스태킹키트,https://www.lge.co.kr/kr/images/washing-machines/md10709848/gallery/medium01.jpg,"5,030,000원",1등급,"2,200",25,,700 x 990 x 830,95.0,네이처 그린,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LCD+LED 디스플레이,"냉수, 30, 40, 60, 95℃",O 있음,https://gscs-b2c.lge.com/open/downloadFile?fileId=SxFfzryaDqEvK6OHaa3sA
LG 트롬 AI 오브제컬렉션 세탁기 + LG 트롬 AI 오브제컬렉션 건조기 + 스태킹키트,https://www.lge.co.kr/kr/images/washing-machines/md10709850/gallery/medium01.jpg,"5,030,000원",1등급,"2,200",25,25,700 x 990 x 830,95.0,에센스 화이트,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LCD+LED 디스플레이,"냉수, 30, 40, 60, 95℃",O 있음,https://gscs-b2c.lge.com/open/downloadFile?fileId=SxFfzryaDqEvK6OHaa3sA
LG 트롬 AI 오브제컬렉션 세탁기 + LG 트롬 AI 오브제컬렉션 건조기 + 스태킹키트,https://www.lge.co.kr/kr/images/washing-machines/md10709851/gallery/medium01.jpg,"5,030,000원",1등급,"2,200",25,25,700 x 990 x 830,95.0,스페이스 블랙,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LCD+LED 디스플레이,"냉수, 30, 40, 60, 95℃",O 있음,https://gscs-b2c.lge.com/open/downloadFile?fileId=SxFfzryaDqEvK6OHaa3sA
LG 트롬 AI 오브제컬렉션 세탁기 + LG 트롬 AI 오브제컬렉션 건조기 + 스태킹키트,https://www.lge.co.kr/kr/images/washing-machines/md10709845/gallery/medium01.jpg,"5,030,000원",1등급,"2,200",25,25,700 x 990 x 830,95.0,토프,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LCD+LED 디스플레이,"냉수, 30, 40, 60, 95℃",O 있음,https://gscs-b2c.lge.com/open/downloadFile?fileId=SxFfzryaDqEvK6OHaa3sA
LG 트롬 AI 오브제컬렉션 세탁기 + LG 트롬 AI 오브제컬렉션 건조기 + 스태킹키트,https://www.lge.co.kr/kr/images/washing-machines/md10709844/gallery/medium01.jpg,"5,030,000원",1등급,"2,200",25,25,700 x 990 x 830,95.0,토프,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LCD+LED 디스플레이,"냉수, 30, 40, 60, 95℃",O 있음,https://gscs-b2c.lge.com/open/downloadFile?fileId=SxFfzryaDqEvK6OHaa3sA
LG 트롬 AI 오브제컬렉션 세탁기 + LG 트롬 AI 오브제컬렉션 건조기 + 스태킹키트,https://www.lge.co.kr/kr/images/washing-machines/md10709852/gallery/medium01.jpg,"5,030,000원",1등급,"2,200",25,25,700 x 990 x 830,95.0,모던 스테인리스,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LCD+LED 디스플레이,"냉수, 30, 40, 60, 95℃",O 있음,https://gscs-b2c.lge.com/open/downloadFile?fileId=SxFfzryaDqEvK6OHaa3sA
LG 트롬 오브제컬렉션 세탁기 + 건조기 + 스태킹키트,https://www.lge.co.kr/kr/images/washing-machines/md10641834/gallery/medium01.jpg,"4,030,000원",1등급,"2,100",24,21,700 x 990 x 830,95.0,네이처 베이지,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LCD+LED 디스플레이,"냉수, 30, 40, 60, 95℃",O 있음,https://gscs-b2c.lge.com/open/downloadFile?fileId=xNrT8CK3QU2HfEUmwEFuEw
LG 트롬 오브제컬렉션 세탁기 + 건조기 + 스태킹키트,https://www.lge.co.kr/kr/images/washing-machines/md10635846/gallery/medium01.jpg,"4,180,000원",1등급,"2,100",24,22,700 x 990 x 830,95.0,네이처 베이지,"700 x 990 x 1,410",다이얼+풀터치버튼 및 LCD+LED 디스플레이,"냉수, 30, 40, 60, 95℃",O 있음,https://gscs-b2c.lge.com/open/downloadFile?fileId=xNrT8CK3QU2HfEUmwEFuEw
LG 트롬 오브제컬렉션 건조기 + LG 통돌이 세탁기,https://www.lge.co.kr/kr/images/dryers/md10193830/gallery/medium01.jpg,"2,140,000원",1등급,950,17,18,700 x 990 x 820,75.0,릴리 화이트,"700 x 990 x 1,380",다이얼+풀터치버튼 및 LED 디스플레이,,5단계,https://gscs-b2c.lge.com/open/downloadFile?fileId=It2PEnqsYsiPadfW5G6i6w
LG 트롬 오브제컬렉션 건조기 + LG 통돌이 세탁기,https://www.lge.co.kr/kr/images/dryers/md10193828/gallery/medium01.jpg,"2,190,000원",1등급,950,17,19,700 x 990 x 820,75.0,화이트,"700 x 990 x 1,340",다이얼 + LED 터치 디스플레이,,5단계,https://gscs-b2c.lge.com/open/downloadFile?fileId=It2PEnqsYsiPadfW5G6i6w
LG 통돌이 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md09745829/gallery/medium-interior01.jpg,"700,000원",2등급,500,17,,"632 x 1,018 x 670",44.0,미드프리실버,와이드 다이아몬드 글라스,푸시버튼 및 LED 디스플레이,,5단계,
LG 통돌이 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md09745826/gallery/medium-interior01.jpg,"700,000원",2등급,500,17,,"632 x 1,018 x 670",44.0,미드 블랙,와이드 다이아몬드 글라스,푸시버튼 및 LED 디스플레이,,5단계,https://gscs-b2c.lge.com/open/downloadFile?fileId=5tw3NhS2HlLgW3Ugsr9mfg
LG 통돌이 세탁기,https://www.lge.co.kr/kr/images/washing-machines/md09745830/gallery/medium-interior01.jpg,"600,000원",2등급,500,17,,"632 x 1,018 x 670",44.0,화이트,와이드 다이아몬드 글라스,푸시버튼 및 LED 디스플레이,,5단계,https://gscs-b2c.lge.com/open/downloadFile?fileId=vGEKU03iEXxrWaNqrykQ
